Make,Model,Body Type,Year,Engine Type,Engine Size,Transmission,Drive Type,Mileage,Condition,Gas Equipment,Steering Wheel,Cleared Customs,Color,Wheel Size,Headlights,Interior Color,Interior Material,Sunroof,Comfort,y
BMW,3 Series,Sedan,1996,Gasoline,2.0 L,Automatic,Rear Wheel Drive,"375,000 km",Car is not damaged,Installed,Left,Yes,Cyan,R16,Halogen Headlights,Gray,Textile,No,,"$3,600"
Kia,Rio,Sedan,2019,Gasoline,1.6 L,Automatic,Front Wheel Drive,"27,000 miles",Car is not damaged,,Left,Yes,Gray,R15,LED Headlights,Black,Textile,No,"Air conditioner, cruise control, tinted windows","$13,800"
Nissan,Fuga,Sedan,2004,Gasoline,2.5 L,Automatic,Rear Wheel Drive,"210,000 km",Car is not damaged,Installed,Right,Yes,Brown,R17,Хenon Headlights,Brown,Velour,No,Air conditioner,"3,200,000 ֏"
Toyota,Corolla,Sedan,2015,Gasoline,1.8 L,Automatic,Front Wheel Drive,"50,000 miles",Car is not damaged,Installed,Left,Yes,White,R17,LED Headlights,Black,Leather,No,"Air conditioner, cruise control","$14,700"
Kia,Forte,Sedan,2022,Gasoline,2.0 L,Automatic,Front Wheel Drive,"15,000 miles",Car is not damaged,,Left,Yes,Black,R18,LED Headlights,Black,Alcantara,No,"Air conditioner, heated seats, heated steering wheel, cruise control","$25,800"
Dodge,Dart,Sedan,2016,Gasoline,2.4 L,Automatic,Front Wheel Drive,"133,000 miles",Car is not damaged,Installed,Left,Yes,White,R18,LED Headlights,Black,Alcantara,No,"Air conditioner, heated seats, cruise control, tinted windows","$11,000"
BMW,X6,SUV / Crossover,2012,Gasoline,4.4 L,Automatic,All Wheel Drive,"158,000 km",Car is not damaged,,Left,Yes,Gray,R20,LED Headlights,Black,Leather,Regular Sunroof,"Air conditioner, heated seats, heated steering wheel, cruise control, tinted windows","$28,000"
BMW,3 Series,Sedan,2016,Gasoline,2.0 L,Automatic,All Wheel Drive,"67,000 miles",Car is not damaged,,Left,Yes,Blue,R18,LED Headlights,Beige,Leather,Regular Sunroof,"Air conditioner, heated seats, heated steering wheel, ventilated seats, cruise control, tinted windows",
Mazda,3,Sedan,2015,Gasoline,2.0 L,Automatic,Front Wheel Drive,"140,000 km",Car is not damaged,,Left,Yes,White,R16,LED Headlights,Black,Textile,No,"Air conditioner, cruise control, tinted windows","$9,500"
Lexus,LS,Sedan,2022,Gasoline,3.5 L,Automatic,Rear Wheel Drive,4000 km,Car is not damaged,,Left,Yes,White,R20,LED Headlights,Red,Alcantara,Panoramic Sunroof,"Air conditioner, heated seats, heated steering wheel, ventilated seats, cruise control, tinted windows","$157,000"
Jeep,Cherokee,SUV / Crossover,2017,Gasoline,2.4 L,Automatic,All Wheel Drive,"90,000 miles",Car is not damaged,,Left,Yes,Black,R19,LED Headlights,Beige,Textile,No,"Air conditioner, heated seats, cruise control","$16,400"
Nissan,Rogue,SUV / Crossover,2017,Gasoline,2.5 L,Automatic,All Wheel Drive,"90,600 miles",Car is not damaged,,Left,Yes,Gray,R17,LED Headlights,Black,Textile,No,"Air conditioner, heated seats, cruise control, tinted windows","$19,000"
Kia,K5,Sedan,2021,Gasoline,1.6 L,Automatic,Front Wheel Drive,"54,000 km",Car is not damaged,,Left,Yes,Gray,R18,LED Headlights,Other,Alcantara,No,,"$30,000"
Opel,Zafira,Minivan,2003,Gasoline,2.2 L,Automatic,Front Wheel Drive,"207,000 km",Car is not damaged,Installed,Left,Yes,Silver,R16,Halogen Headlights,Black,Leather,No,"Air conditioner, cruise control, tinted windows","$7,500"
Kia,Optima,Sedan,2019,Gasoline,2.4 L,Automatic,Front Wheel Drive,"40,000 miles",Car is not damaged,,Left,Yes,Black,R16,LED Headlights,Black,Textile,No,"Air conditioner, cruise control, tinted windows","$15,300"
Nissan,Leaf,Hatchback,2013,Electric,Automatic,Front Wheel Drive,"89,000 km",Car is not damaged,Left,,Left,Maroon,R16,LED Headlights,Beige,Beige,Textile,No,"Air conditioner, heated seats, heated steering wheel, cruise control, tinted windows","$6,400"
Nissan,Qashqai,SUV / Crossover,2008,Gasoline,2.0 L,Automatic,All Wheel Drive,"170,000 km",Car is not damaged,,Left,Yes,Black,R17,LED Headlights,Gray,Textile,No,,"$8,000"
Opel,Astra,Hatchback,1999,Gasoline,1.6 L,Manual,Front Wheel Drive,"180,000 km",Car is not damaged,Installed,Left,Yes,Blue,R15,Halogen Headlights,Black,Textile,No,"Air conditioner, tinted windows","$3,800"
Kia,Forte,Sedan,2017,Gasoline,2.0 L,Automatic,Front Wheel Drive,"65,000 miles",Car is not damaged,Installed,Left,Yes,Black,R17,LED Headlights,Black,Textile,No,,"$12,500"
Mercedes-Benz,E-Class,Sedan,1997,Gasoline,2.4 L,Manual,All Wheel Drive,"20,000 km",Car is not damaged,Installed,Left,Yes,Blue,R16,Хenon Headlights,Black,Leather,No,Air conditioner,"$4,800"
Opel,Astra,Hatchback,2002,Gasoline,1.6 L,Manual,Front Wheel Drive,"250,000 km",Car is not damaged,,Left,Yes,Blue,R15,Halogen Headlights,Black,Textile,No,Tinted windows,"$5,500"
Mercedes-Benz,C-Class,Sedan,2001,Diesel,2.2 L,Manual,Rear Wheel Drive,"400,000 km",Car is not damaged,,Left,Yes,Silver,R16,Halogen Headlights,Black,Leather,No,"Cruise control, tinted windows","$5,700"
Mercedes-Benz,E-Class,Sedan,2004,Gasoline,3.2 L,Automatic,Rear Wheel Drive,"219,000 km",Car is not damaged,,Left,Yes,White,R16,Хenon Headlights,Gray,Leather,Regular Sunroof,"Air conditioner, tinted windows","4,500,000 ֏"
Mercedes-Benz,GLS-Class,SUV / Crossover,2015,Gasoline,4.7 L,Automatic,All Wheel Drive,"148,000 km",Car is not damaged,,Left,Yes,Black,R21,LED Headlights,Black,Alcantara,Panoramic Sunroof,"Air conditioner, heated seats, heated steering wheel, ventilated seats, cruise control, tinted windows","$35,900"
Hyundai,Elantra,Sedan,2018,Gasoline,2.0 L,Automatic,Front Wheel Drive,"47,000 miles",Car is not damaged,,Left,Yes,Blue,R16,Halogen Headlights,Gray,Textile,No,"Air conditioner, heated seats, heated steering wheel, ventilated seats, cruise control, tinted windows","$12,000"
Ford,Transit,Van,1996,Diesel,2.5 L,Manual,Rear Wheel Drive,"200,000 km",Car is not damaged,,Left,Yes,White,R14,Halogen Headlights,Gray,Other,No,,"1,600,000 ֏"
BMW,3 Series,Sedan,2004,Gasoline,2.5 L,Automatic,Rear Wheel Drive,"100,000 km",Car is not damaged,Installed,Left,Yes,Silver,R17,Хenon Headlights,Gray,Leather,No,,"$6,700"
Honda,Accord,Sedan,2018,Gasoline,1.5 L,Automatic,Front Wheel Drive,"57,000 miles",Car is not damaged,,Left,Yes,White,R19,LED Headlights,Black,Other,No,"Air conditioner, cruise control, tinted windows","$20,500"
Skoda,Octavia,Sedan,2005,Gasoline,1.4 L,Manual,Front Wheel Drive,"360,000 km",Car is not damaged,Installed,Left,Yes,White,R15,LED Headlights,Black,Leatherette,No,"Air conditioner, tinted windows","$3,000"
Toyota,Alphard,Minivan,2011,Gasoline,2.4 L,Automatic,Front Wheel Drive,"95,000 km",Car is not damaged,,Left,Yes,Black,R17,LED Headlights,Beige,Textile,No,"Air conditioner, cruise control, tinted windows","$17,900"
GAZ (ГАЗ),,Sedan,1961,Gasoline,2.4 L,Manual,Rear Wheel Drive,"150,000 km",Car is not damaged,,Left,Yes,Black,R14,Halogen Headlights,Gray,Leather,No,,"$5,000"
Nissan,Patrol,SUV / Crossover,2017,Gasoline,4.0 L,Automatic,All Wheel Drive,"115,000 km",Car is not damaged,Installed,Left,Yes,Black,R19,LED Headlights,Black,Textile,Regular Sunroof,"Air conditioner, cruise control, tinted windows","$38,000"
Lexus,NX,SUV / Crossover,2020,Gasoline,2.0 L,Automatic,All Wheel Drive,"42,000 miles",Car is not damaged,,Left,No,Black,R18,LED Headlights,Black,Leather,Regular Sunroof,"Air conditioner, heated seats, heated steering wheel, cruise control","$36,500"
Toyota,RAV4,SUV / Crossover,2010,Gasoline,3.5 L,Automatic,All Wheel Drive,"126,000 km",Left,,Left,Silver,R18,Halogen Headlights,Gray,Gray,Textile,No,,"$17,000"
Mercedes-Benz,CL-Class,Coupe,2008,Gasoline,5.5 L,Automatic,Rear Wheel Drive,"170,000 km",Car is not damaged,,Left,Yes,Silver,R19,LED Headlights,Black,Leather,Regular Sunroof,"Air conditioner, heated seats, heated steering wheel, ventilated seats, cruise control, tinted windows","$19,500"
Lexus,UX,SUV / Crossover,2018,Gasoline,2.0 L,Automatic,Front Wheel Drive,"19,500 miles",Car is not damaged,,Left,Yes,Gray,R18,LED Headlights,Black,Leather,Regular Sunroof,"Air conditioner, heated seats, heated steering wheel, ventilated seats, cruise control","$29,900"
VAZ (Lada),Priora,Hatchback,2014,Gasoline,1.6 L,Manual,Front Wheel Drive,"59,000 km",Car is not damaged,,Left,Yes,Blue,R14,LED Headlights,Black,Alcantara,No,"Air conditioner, heated seats, cruise control, tinted windows","$7,500"
BMW,5 Series,Sedan,2004,Gasoline,2.5 L,Automatic,Rear Wheel Drive,"430,000 km",Car is not damaged,Installed,Left,Yes,White,R17,Хenon Headlights,Beige,Leather,Panoramic Sunroof,"Air conditioner, heated seats, heated steering wheel, ventilated seats, cruise control, tinted windows","$8,500"
Audi,Q5,SUV / Crossover,2016,Gasoline,2.0 L,Automatic,All Wheel Drive,"98,000 km",Car is not damaged,,Left,Yes,White,R18,Хenon Headlights,Black,Leather,Panoramic Sunroof,"Air conditioner, heated seats, cruise control","$26,900"
Volkswagen,Golf,Convertible,1997,Gasoline,2.0 L,Manual,Front Wheel Drive,"150,000 km",Car is damaged,Installed,Left,Yes,Silver,R14,LED Headlights,Black,Leather,No,"Air conditioner, heated seats","$1,200"
Honda,Accord,Sedan,2017,Hybrid,2.0 L,Automatic,Front Wheel Drive,"68,000 miles",Car is not damaged,,Left,Yes,Silver,R17,Хenon Headlights,Beige,Textile,No,"Air conditioner, cruise control","$17,800"
VAZ (Lada),2121 Niva,SUV / Crossover,2016,Gasoline,1.7 L,Manual,All Wheel Drive,"180,000 km",Car is not damaged,Installed,Left,Yes,White,R16,LED Headlights,Black,Textile,No,Tinted windows,"$7,300"
Hyundai,Accent,Sedan,2001,Gasoline,1.6 L,Automatic,Front Wheel Drive,"200,000 km",Car is not damaged,Installed,Left,Yes,Blue,R14,Halogen Headlights,Gray,Other,No,"Air conditioner, tinted windows","$4,500"
BMW,3 Series,Sedan,2020,Gasoline,2.0 L,Automatic,All Wheel Drive,"100,000 km",Car is not damaged,,Left,Yes,Black,R18,LED Headlights,Black,Leather,Regular Sunroof,"Air conditioner, heated seats, heated steering wheel, cruise control, tinted windows","$35,000"
VAZ (Lada),2121 Niva,SUV / Crossover,2012,Gasoline,1.7 L,Manual,All Wheel Drive,"220,000 km",Car is not damaged,Installed,Left,Yes,White,R18,Хenon Headlights,Black,Other,No,Tinted windows,"$6,500"
VAZ (Lada),2109,SUV / Crossover,1987,Gasoline,1.6 L,Manual,Front Wheel Drive,"250,000 km",Car is not damaged,Installed,Left,No,Red,R13,LED Headlights,Gray,Other,No,Tinted windows,"250,000 ֏"
Lexus,GX,SUV / Crossover,2004,Gasoline,4.7 L,Automatic,All Wheel Drive,"170,000 km",Car is not damaged,Installed,Left,Yes,Gray,R18,LED Headlights,Beige,Leather,Regular Sunroof,"Air conditioner, heated seats, cruise control","$18,200"
VAZ (Lada),Priora,Sedan,2010,Gasoline,1.6 L,Manual,Front Wheel Drive,"175,000 km",Car is not damaged,Installed,Left,Yes,Gray,R14,Halogen Headlights,Gray,Other,No,Tinted windows,"$4,500"
Chevrolet,Cruze,Sedan,2018,Gasoline,1.4 L,Automatic,Front Wheel Drive,"38,000 miles",Car is damaged,,Left,Yes,Black,R15,Halogen Headlights,Black,Textile,No,"Air conditioner, heated seats, cruise control, tinted windows","$10,300"
Hyundai,Sonata,Sedan,2011,Gasoline,2.4 L,Automatic,Front Wheel Drive,"100,000 miles",Car is not damaged,,Left,Yes,Black,R16,Хenon Headlights,Gray,Other,No,"Heated seats, heated steering wheel, cruise control, tinted windows","$8,300"
Mercedes-Benz,S-Class,Sedan,2000,Gasoline,3.2 L,Automatic,Rear Wheel Drive,"180,000 km",Car is not damaged,Installed,Left,Yes,White,R16,LED Headlights,Black,Leather,Regular Sunroof,"Air conditioner, heated seats, cruise control, tinted windows","$7,500"
Nissan,Sentra,Sedan,2017,Gasoline,1.8 L,Automatic,Front Wheel Drive,"82,000 miles",Car is not damaged,,Left,Yes,Blue,R16,Halogen Headlights,Black,Textile,No,"Air conditioner, cruise control, tinted windows","$9,200"
Mercedes-Benz,C-Class,Sedan,1994,Gasoline,1.8 L,Manual,Rear Wheel Drive,"270,000 km",Car is not damaged,Installed,Left,Yes,White,R15,LED Headlights,Gray,Other,Regular Sunroof,,"$4,500"
Kia,Optima,Sedan,2020,Gasoline,2.5 L,Automatic,Front Wheel Drive,"27,000 km",Car is not damaged,,Left,Yes,Red,R18,Хenon Headlights,Black,Leather,Panoramic Sunroof,"Air conditioner, heated seats, heated steering wheel, ventilated seats, cruise control, tinted windows","$20,000"
Mercedes-Benz,GL-Class,SUV / Crossover,2007,Gasoline,4.7 L,Automatic,All Wheel Drive,"410,000 km",Car is not damaged,,Left,Yes,White,R18,Halogen Headlights,Brown,Leather,Regular Sunroof,"Air conditioner, heated seats, cruise control, tinted windows","$15,200"
Mercedes-Benz,GLS-Class AMG,SUV / Crossover,2020,Gasoline,4.0 L,Automatic,All Wheel Drive,"55,000 km",Car is not damaged,,Left,Yes,White,R20,LED Headlights,Black,Leather,Regular Sunroof,"Air conditioner, heated seats, heated steering wheel, ventilated seats, cruise control, tinted windows","$109,000"
Volkswagen,Golf,Hatchback,1995,Gasoline,1.6 L,Manual,Front Wheel Drive,1200 km,Car is not damaged,Installed,Left,Yes,Green,R13,Halogen Headlights,Other,Textile,No,,"900,000 ֏"
VAZ (Lada),2121 (4x4),SUV / Crossover,2014,Gasoline,1.7 L,Manual,All Wheel Drive,"110,000 km",Car is not damaged,,Left,Yes,White,R17,Halogen Headlights,Gray,Textile,No,,"$6,750"
Lexus,RX,SUV / Crossover,2007,Gasoline,3.5 L,Automatic,All Wheel Drive,"160,000 miles",Car is not damaged,Installed,Left,Yes,White,R18,Хenon Headlights,Beige,Leather,Regular Sunroof,"Air conditioner, cruise control, tinted windows","$15,700"
Mercedes-Benz,G-Class,SUV / Crossover,2019,Gasoline,5.0 L,Automatic,All Wheel Drive,"37,000 km",Car is not damaged,,Left,Yes,Black,R20,LED Headlights,Black,Leather,Regular Sunroof,"Air conditioner, heated seats, heated steering wheel, ventilated seats, cruise control, tinted windows","$200,000"
Opel,Vectra,Sedan,1998,Gasoline,1.8 L,Manual,Front Wheel Drive,"300,000 km",Car is not damaged,Installed,Left,Yes,Green,R15,Halogen Headlights,Black,Textile,No,Air conditioner,"$1,600"
Jeep,Compass,SUV / Crossover,2019,Gasoline,2.4 L,Automatic,All Wheel Drive,"63,000 km",Car is not damaged,,Left,Yes,Gray,R18,Halogen Headlights,Black,Leather,No,"Air conditioner, heated seats, heated steering wheel, cruise control, tinted windows","$21,000"
Chevrolet,Volt,Sedan,2017,Hybrid,1.5 L,Automatic,Front Wheel Drive,"76,000 miles",Car is not damaged,,Left,Yes,Red,R17,LED Headlights,Other,Leather,No,"Air conditioner, heated seats, heated steering wheel, ventilated seats, cruise control, tinted windows","$18,500"
Opel,Astra,Hatchback,2002,Gasoline,1.6 L,Manual,Front Wheel Drive,"241,000 km",Car is not damaged,Installed,Left,Yes,Green,R15,LED Headlights,Gray,Other,No,Tinted windows,"$4,800"
Ford,EcoSport,SUV / Crossover,2018,Gasoline,2.0 L,Automatic,All Wheel Drive,"50,000 km",Car is damaged,,Left,Yes,White,R16,LED Headlights,Black,Textile,Regular Sunroof,"Air conditioner, heated seats, heated steering wheel, cruise control","$14,700"
Mercedes-Benz,C-Class,Sedan,1999,Gasoline,1.8 L,Manual,All Wheel Drive,"420,000 km",Car is not damaged,Installed,Left,Yes,Green,R15,Halogen Headlights,Black,Textile,No,Air conditioner,"$4,900"
VAZ (Lada),2106,Sedan,1985,Gasoline,1.6 L,Manual,Rear Wheel Drive,"300,000 km",Car is not damaged,Installed,Left,No,Beige,R13,Halogen Headlights,Brown,Leather,No,Cruise control,"300,000 ֏"
Mercedes-Benz,Vito,Minivan,2006,Diesel,2.2 L,Manual,Rear Wheel Drive,"330,000 km",Car is not damaged,,Left,Yes,Black,R16,Halogen Headlights,Blue,Textile,No,,"$15,000"
Nissan,Altima,Sedan,2007,Gasoline,2.5 L,Automatic,Front Wheel Drive,"156,000 km",Car is not damaged,Installed,Left,Yes,White,R16,Хenon Headlights,Gray,Textile,No,"Air conditioner, cruise control, tinted windows","$6,800"
Mercedes-Benz,E-Class,Sedan,2000,Gasoline,2.4 L,Manual,Rear Wheel Drive,"210,000 km",Car is not damaged,Installed,Left,Yes,Silver,R17,Halogen Headlights,Black,Textile,No,,"$6,800"
Volkswagen,Passat,Sedan,2007,Gasoline,2.0 L,Manual,All Wheel Drive,"226,000 km",Car is not damaged,Installed,Left,Yes,Gray,R16,LED Headlights,Black,Textile,No,"Air conditioner, heated seats, tinted windows","$7,900"
Nissan,Tiida,Sedan,2005,Gasoline,1.5 L,Automatic,Front Wheel Drive,"206,000 km",Car is not damaged,Installed,Right,Yes,White,R15,LED Headlights,Black,Alcantara,No,Air conditioner,"$5,000"
Honda,Accord,Sedan,2022,Gasoline,2.0 L,Automatic,Front Wheel Drive,"10,000 km",Car is not damaged,,Left,Yes,Gray,R19,LED Headlights,Black,Other,Regular Sunroof,"Air conditioner, heated seats, cruise control, tinted windows","$34,000"
Moskvich (Москвич),407,Sedan,1959,Gasoline,1.4 L,Manual,Rear Wheel Drive,"100,000 km",Car is not damaged,,Left,Yes,White,R13,Halogen Headlights,Gray,Textile,No,,"$2,500"
VAZ (Lada),2107,Sedan,2012,Gasoline,1.7 L,Manual,Rear Wheel Drive,"20,000 km",Car is not damaged,,Left,Yes,White,R13,Halogen Headlights,Black,Other,No,Air conditioner,"2,000,000 ֏"
VAZ (Lada),2107,Sedan,2011,Gasoline,1.7 L,Manual,Rear Wheel Drive,"27,000 km",Car is not damaged,,Left,Yes,Gray,R13,Хenon Headlights,Black,Other,No,,"$5,000"
Hyundai,Elantra,Sedan,2021,Gasoline,2.0 L,Automatic,Front Wheel Drive,"48,000 miles",Car is damaged,,Left,No,Black,R16,Хenon Headlights,Black,Textile,No,"Air conditioner, cruise control","$16,000"
Hyundai,Sonata,Sedan,2020,Gasoline,1.6 L,Automatic,Front Wheel Drive,"56,000 km",Car is damaged,,Left,Yes,Black,R18,LED Headlights,Beige,Leather,Panoramic Sunroof,"Air conditioner, heated seats, heated steering wheel, ventilated seats, cruise control","$29,000"
Nissan,Maxima,Sedan,2017,Gasoline,3.5 L,Automatic,Front Wheel Drive,"67,000 km",Car is not damaged,,Left,Yes,White,R18,LED Headlights,Beige,Leather,No,,"$17,000"
Toyota,Camry,Sedan,2019,Gasoline,2.5 L,Automatic,Front Wheel Drive,"58,000 km",Car is not damaged,,Left,Yes,White,R18,Halogen Headlights,Black,Leather,No,Air conditioner,"$24,500"
Jeep,Compass,SUV / Crossover,2020,Gasoline,2.4 L,Automatic,All Wheel Drive,"19,000 miles",Car is not damaged,,Left,Yes,Maroon,R17,Halogen Headlights,Black,Other,No,"Air conditioner, heated seats, heated steering wheel, cruise control, tinted windows","$25,600"
Audi,A6,Sedan,2009,Gasoline,3.0 L,Automatic,All Wheel Drive,"103,000 km",Car is not damaged,,Left,Yes,White,R18,Хenon Headlights,Black,Leather,Regular Sunroof,"Air conditioner, heated seats, cruise control, tinted windows","$10,700"
BMW,X5,SUV / Crossover,2004,Gasoline,4.4 L,Automatic,All Wheel Drive,"236,000 km",Car is damaged,Installed,Left,Yes,Brown,R19,Хenon Headlights,Brown,Leather,Panoramic Sunroof,"Air conditioner, cruise control, tinted windows","$10,000"
Toyota,Camry,Sedan,2020,Gasoline,2.5 L,Automatic,Front Wheel Drive,"61,000 miles",Car is not damaged,,Left,Yes,Silver,R18,Halogen Headlights,Black,Leather,No,,"$26,700"
Ford,Fusion (North America),Sedan,2017,Gasoline,2.5 L,Automatic,Front Wheel Drive,"74,500 km",Car is not damaged,,Left,Yes,White,R16,LED Headlights,Black,Textile,No,"Air conditioner, heated seats, heated steering wheel, ventilated seats, cruise control","$14,800"
BMW,X5,SUV / Crossover,2016,Gasoline,3.0 L,Automatic,All Wheel Drive,"102,000 km",Car is not damaged,,Left,Yes,Black,R20,LED Headlights,Black,Leather,Panoramic Sunroof,,"$35,000"
Chevrolet,Cruze,Sedan,2017,Gasoline,1.4 L,Automatic,Front Wheel Drive,"22,000 miles",Car is not damaged,,Left,Yes,Brown,R16,LED Headlights,Black,Textile,No,"Air conditioner, heated seats, cruise control, tinted windows","$11,200"
VAZ (Lada),2102,Wagon,1981,Gasoline,1.2 L,Manual,Rear Wheel Drive,"10,110 km",Car is not damaged,,Left,Yes,White,R16,Halogen Headlights,Black,Other,No,Air conditioner,"1,300,000 ֏"
Mercedes-Benz,E-Class,Sedan,1999,Gasoline,2.0 L,Automatic,Rear Wheel Drive,"218,000 km",Car is not damaged,Installed,Left,Yes,Silver,R16,LED Headlights,Gray,Textile,Regular Sunroof,"Air conditioner, cruise control","$4,800"
Mercedes-Benz,S-Class,Sedan,2007,Gasoline,5.5 L,Automatic,All Wheel Drive,"240,000 km",Car is not damaged,Installed,Left,Yes,Black,R19,Хenon Headlights,Black,Leather,Regular Sunroof,"Air conditioner, heated seats, ventilated seats, cruise control, tinted windows","$18,000"
Mercedes-Benz,S-Class,Sedan,2002,Gasoline,3.2 L,Automatic,Rear Wheel Drive,"75,000 km",Car is not damaged,Installed,Left,Yes,White,R17,LED Headlights,Black,Leather,No,"Air conditioner, heated seats, heated steering wheel, cruise control, tinted windows","$13,500"
Toyota,Camry,Sedan,2022,Gasoline,2.5 L,Automatic,Front Wheel Drive,"25,000 km",Car is not damaged,,Left,Yes,Black,R18,Хenon Headlights,Black,Leather,No,"Air conditioner, cruise control, tinted windows","$34,700"
Mercedes-Benz,C-Class,Sedan,2017,Gasoline,2.0 L,Automatic,All Wheel Drive,"118,000 miles",Car is not damaged,,Left,Yes,Gray,R17,LED Headlights,Black,Leather,Regular Sunroof,"Air conditioner, heated seats, cruise control, tinted windows","$26,400"
